Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-10-02,Missing Link,2019,https://boxd.it/4VsarH,3,,"A fun and harmless animated ride for all. 

This was definitely a fun time with a good story and investing plot. Not really ground-breaking, but no one should expect that from every film. 

Knowing that this was created as stop-motion, that makes me give huge praise to the filmmakers to making something so seamless and beautiful. 
Unfortunately, I don’t know if such effort is really worth it for everyday audiences. No one will know it was made as stop-motion unless being explicitly told, because the animation combines stop-motion and CGI. On the other hand, anyone will be more likely to praise <i>Wallace and Gromit </i>because it clearly is stop-motion and no additional visual effects.",,2023-10-01
2023-10-06,Reservoir Dogs,1992,https://boxd.it/4WZM0f,4.5,,"Arguably the best feature-length directorial debut ever. 

This film is proof that a big budget is not necessary to create a groundbreaking experience. It’s a very simple story, but somehow felt more grounded than the production cost. This is due to the power of the screenplay. 
While the main part of the plot is a heist, we never witness the actual heist. Sure, this was likely due to budgetary reasons. But, we got to focus on an area that somehow felt even more interesting and unique - the mental effect of a heist on a group of criminals. This felt like a similar effect as Jaws - we felt the fear not from shark visuals, but from civilians fearing the shark. This is a spark that many big budget films fail to explore, and I wish they did. 

The nonlinear storytelling was executed effectively here. It wasn’t just a schtick. All the flashback moments felt like they had a purpose to be shared only at that point. At all points, I had no idea what direction the plot would go, and I was fully on the ride. 

Docking a half star because I felt there was unnecessary crude dialogue. I get that is one of Quentin Tarantino’s signatures. But, it felt better placed in his other features like <i>Django Unchained</i> and <i>The Hateful Eight</i> because those features occurred in past times when such dialogue was more commonplace. On the other hand, this film seemed set in present time (at the time of release), so the crude dialogue felt like it had no purpose.",,2023-10-05
2023-10-11,Uncle Buck,1989,https://boxd.it/4YLzD9,3,,"A passable time-pass. 

I knew nothing about this film going into it. I spontaneously decided to watch it when I saw a thumbnail with a child Macaulay Culkin on Netflix. I then looked at rest of the talent and saw John Hughes and John Candy were involved. I was ready for vibes like <i>Home Alone </i>so I decided to hit play!
Side note - as much as I follow movie cast and crew, I still find myself in moments like this where I say “wait a movie with these people exist??”

Starting the film, you know pretty much immediately the type of movie it will be. You know that it will begin with a weird and obese character with terrible first impressions that actually turns out to have a lot of heart. Nothing wrong with that at all - we all enjoy getting tugged at the heartstrings. 

That being said, I ended up not actually feeling all that heartwarmed. Something just felt tonally off through it all. I thought this would be a nice kids movie, but it ended up having some strange dark undertones and PG-13 moments. By the end, I didn’t feel like Uncle Buck actually deserved better than what the movie wants us to believe. 

Uncle Buck’s character is introduced basically as a bachelor living alone as a pigsty with no experience in child care and never really bonded with his nieces and nephew. Yet, he is also very protective of them, gets along cutely with the younger ones, and knows how to counteract the rebellious teenager. I wish there was some more connective tissue on explaining why Uncle Buck would act this way given his background. 
That being said, there were some heartwarming parts with Uncle Buck here. His line on what made Macaulay Culkin brush his teeth was adorable. The fact that he cares about the safety of the rebellious teenager is heartwarming. 
On the other hand, Uncle Buck had moments where it was hard for me to side with him. He seriously hated the teenager’s boyfriend without much reason in the beginning. 
I get that what I’m asking for is to make this film way more “mainstream” and “expected”. The problem is that it didn’t commit to either direction, which then ended with a meh feel. 

Altogether, John Candy and Macaulay Culkin are household names for a reason - they have a great humorous charm, and it does exist in this film. It’s enough to warrant a recommendation, even if better versions of this film exist.",,2023-10-10
2023-10-13,Saw II,2005,https://boxd.it/4ZkBTN,3,,"Overall a time-pass of an unsettling horror thriller. 

Admittedly, this is not at all my type of genre. I get the whole goal of movies like this is the unsettling journey, but I’d rather have joyous or suspenseful journeys rather than unsettling journeys. That being said, there were enough interesting ideas here to make me give it a recommendation. 

I have good appreciation for <i>Saw</i>. It’s one of many examples where low budget is not a deterrent to showcase something so unique. A lot of its charm was how simple the story and setting was. 

This film almost felt like Hollywood blindly throwing more money into a sequel of a successful film, but focusing the budget on weird parts. This film had much more stylized cuts and cinematic editing, which felt unnecessary for a genre like this. 

I wasn’t the biggest fan of some side characters in the film, especially most of the people stuck in the puzzle. They felt like annoying caricatures with a schtick and less of a believable human. 

The film really grew on me as the runtime passed. The puzzles became interesting and the twists were unexpected while still feeling consistent with the rules of the world. I especially liked how the film ended - without spoilers, it was definitely risky and different, and executed well.",,2023-10-12
2023-10-16,Black Hawk Down,2001,https://boxd.it/50rpzT,3.5,,"An above average war film.

I mainly watched this to review more of Ridley Scott's filmography - so far I have loved everything I watched of his. This is the first war film of his that I watched, so I was looking forward to see his take in this genre.

Full disclosure: I'm likely less positive than I normally would, only because I recently watched <i>Saving Private Ryan</i> for the first time - that may be the best war film I've ever seen, so I can't expect any other war film to even compare. 
<i>Saving Private Ryan</i> did a great job of making you feel like you were a fly on the wall in a brutal battleground. It had a real but simple story amidst the environment to keep you invested through the mess. 
In comparison, this story had more subplots and characters and cinematic nature. 

I do appreciate that this film exists, as it covers a war in Somalia in the 1990s. It doesn't have as much historical attention as, say, World War II, so at least audiences get awareness.

There were scenes that were pretty brutal. One death in particularly reminded me of a scene right after the Red Wedding in <i>Game of Thrones</i>. 

Interestingly, despite having cast members that I've definitely seen in other movies (e.g. Tom Hardy, Ioan Gruffudd, Ty Burrell, Nikolaj Coster-Waldau, Orlando Bloom), I genuinely didn't recognize any of them in this movie. Probably partially because this was filmed in 2001, so everyone was much younger than what I'm used to. But, I'll actually take it as a compliment to this film that I could engross with the characters without getting distracted by their real names.

All in all, I still have strong respect for Ridley Scott. I still personally prefer his other films though.",,2023-10-15
2023-10-19,Coming to America,1988,https://boxd.it/51i9Wj,3,,"It's difficult to review comedies of the past, because I feel the appreciation would be much higher if I saw it at the time to better understand references and be in line with the comedic style. Also, there are definitely jokes and characters that would be canceled if created in today's world.

What was refreshing here was that the character of Akeem was not a spoiled brat. Usually in a riches-to-rags story, you see the child continuously wishing for a wealthy like again (and the comedy roots from that). Here, Akeem wanted to step away from his spoiled family to experience the real world. So on that alone, he is much more likeable as a protagonist. 

It was a pretty good surprise to see James Earl Jones as a pretty ridiculous character, given that he is obviously known as very different roles like Darth Vader and Mufasa. Also a good surprise to see a certain cameo that I won't spoil.

This is a pretty good showcase of Eddie Murphy's talent, and all the characters were investing. But I don't consider this film to be an iconic comedy. A little too much silliness and incohesive nature prevents me from loving it more. I am curious enough to check out the recent sequel though.",,2023-10-18
2023-10-20,Joy Ride,2023,https://boxd.it/51xjln,4,,"A raunchy comedy that passes the assignment, and then some. 

It’s weird to review movies like these because the goal is just to have edgy comedy. I could criticize plot inconsistencies and conveniences, but these really don’t matter if I laugh enough and enjoy the journey. And that’s exactly what happened. 

This is definitely a hard R comedy, but I actually didn’t think the raunchiness was out of place. The jokes had enough wit to not feel tired. It was edgy enough without feeling disgusting. I wanted to keep seeing the four leads in ridiculous situations to see how they handle them. 

What surprised me was how much heart the film had. I’m usually tired of films that message the protagonist going through a demographically identity crisis because they occur so much (and it’s hard for me to buy into the fact that they suffer just because of their demographics). In contrast, I actually bought into the identity crisis that the main character had. Unlike most films, she didn’t come off as hating Chinese culture - she just initially doesn’t relate to it due to her upbringing with adopted American parents (as expected). So it was understandable what she was going through. 

The dysfunctional friendship between the four characters was also fun. Even if typical plot points of breakups and forgiveness occur, they are conducted in a relatable enough manner. 

I’m not giving this a perfect score, only because I personally wouldn’t rate this as a “must-see” in the vain of other comedies. Admittedly I can’t explain why. But I’m sure there is an audience out there that would love this enough to be their own “cult-classic”.",,2023-10-19
2023-10-20,Asteroid City,2023,https://boxd.it/51xjBF,4,,"Classic Wes Anderson.

I very recently discovered Wes Anderson, and immediately became a fan of his style. No matter what is happening in the film, I love the deadpan delivery and eccentric nature of the scenes. It makes me feel like a child again, but still having a sense of maturity and art. And while there are huge A-listers in the cast, Wes Anderson still manages to be the main highlight of his films.

Admittedly, the only other films of his I saw are <i>Moonrise Kingdom</i> and <i>The Grand Budapest Hotel </i>- I've heard these are his best, so I may have to temper my expectations when I discover his rest.

This film is incredibly beautiful. Production design and cinematography is bright and joyful. 

Amongst the huge A-listers in the ensemble cast, somehow Wes Anderson's style still shines with joy. Particularly, the banter amongst the child actors were my favorite moments. Steve Carell's side character moments were also fun.

I love the world here with people of all backgrounds coming together in this small town for a Junior Stargazer convention. That being said, I doubt I'll really remember the story that occurred in this film.

This film makes a choice of organizing it as a ""play inside a film"" rather than just a film about the Junior Stargazer convention in a small town. It's an interesting choice, but I don't really know what it contributed to this setting. I would've preferred just a film of this setting. 

Overall, this was a fun ride with Wes Anderson, and I'm willing to inflate my rating on that alone because the style makes an average story feel above average.",,2023-10-19
2023-10-23,Fast X,2023,https://boxd.it/52pTY9,2.5,,"A franchise that seems to be overstaying its welcome and unable to keep it's charm.

It is easy to nitpick this franchise to death because none of it makes sense. People that ""died"" in prior films are brought back to life through shoe-horned explanations. The rules of physics are thrown out the window. Despite all that, I can't help but appreciate the franchise for what it is. There's no denying that car chases are super fun. They really do crash all those cars while filming, and it definitely pays off with better quality thrill scenes. 

For me, the peak was in films 5-8 of the franchise. They had the right amount of ludicrous (no pun intended) while still having thrills. The number of characters in those films were at a reasonable amount, and the big budget scenes were at the right amount of wild. Oddly enough, the charm for me in these films are elevated when the characters actually seem serious, despite taking part in ludicrous action sequences.

F9 kinda lost me for its character choices. There was too much focus on family drama and not enough on brainless action. Also, the cast was inflated with many characters, so it felt like each person had to contractually receive certain lines and scenes and it didn't really stitch well together. 

I like this film more than F9, but it didn't have the same charm as films 5-8. There are even more characters in this film that seemed contractually obligated to exist, which led to many disconnected subplots. 

Jason Momoa's character choice was...odd. It felt like his character was a different movie from everything else. Despite the ludicrous action scenes, every other character still acts somewhat seriously. That juxtaposed with Jason Momoa's villain curtsying and painting the nails of his victims just felt odd. I would've loved to see this character in another film whose tone fits much better.",,2023-10-22
2023-10-23,John Wick: Chapter 3 – Parabellum,2019,https://boxd.it/52pUcZ,3.5,,"A fun action thriller with above average action sequences.

I've generally been lower in my ranking for John Wick films compared to most critics. My personal cup of tea is I prefer the <i>Mission: Impossible</i> and <i>Extraction</i> films - those films have stories and action sequences that connect better with me. Admittedly, I've seen all John Wick movies thus far on a plane screen, which is a far from ideal setting for these films. Hopefully I can watch the 4th film on a bigger screen.

I was admittedly bored with the second film in this franchise, as it seemed to have a lot of talking and not enough enjoyable action. I liked this one much more than the second one - much more action all around. The second film also oddly drew me away from appreciating the world of the Continental, but this film drew me back into appreciating it. 

I love the beginning of this film - it picks up pretty much immediately from the end of the second film, and the gun fu is electric. There is also immediate tension with him on the run, so I was quickly invested on that alone.

Halle Berry and the dogs were a hugely welcome addition here. I only recall seeing frequent attack dogs in video games like <i>Call of Duty</i> and <i>The Last of Us: Part II</i> - this was the first I saw it happen in a film! Huge kudos to the stunt team.

The visuals around the fight scenes in the third act were also really fun. I was on board with all the dazzle here.

I liked this film enough to want to watch the fourth film. But, the story in this film (and the rest of the franchise) is still not as interesting to me as others in the action genre.",,2023-10-22
2023-10-24,No Hard Feelings,2023,https://boxd.it/52YJSv,3,,"As shocking as the premise may come off, this film surprisingly plays it fairly safe. It goes the typical story beats you expect. 

The journey ended up having more heart than I expected. Lead performances were solid. 

Matthew Broderick was a fun watch. 

Overall, not much to say here. I’ll probably forget about it soon, but at least it was a quick fun watch.",,2023-10-23
2023-10-29,Killers of the Flower Moon,2023,https://boxd.it/54Ckm9,3,,"I admittedly haven’t seen a lot of Scorsese’s filmography. I’ve been positive of everything I’ve seen this far (and <i>The Wolf of Wall Street</i> is one of my favorite films), but overall I actually don’t have much excitement about his films in the way that other directors excite me. I still do have huge respect for Scorsese - not everyone can have such a large film impact across many decades. 

My biggest praise for this film is the story and setting. It’s a unique setting that we don’t see much on film. It’s clear that a lot of close effort was put in to ensure the Osage tribe was depicted accurately. It’s a tragic story that I can’t believe actually occurred, and I’m glad this film brings awareness to it. 
Despite close effort put into the Osage tribe depictions and the production design of the 1920s, I weirdly couldn’t help but feel surprised at how easily I could understand the dialogue. I would’ve expected 1920s English to not sound as modern as it did. 

This film had a budget of $200 million. I genuinely do not understand how that was possible. Most films with high budget have visual effects spectacle where high budgets make sense. I saw none of that here. Sure, there were beautiful shots, but I’ve seen similar beautiful shots in films less than a quarter of the budget. I don’t see a reason to watch this film in theaters, you can watch it on TV and get the same effect. The only way I could believe this budget is if it included the salaries of Leonardo DiCaprio, Martin Scorsese, and Robert De Niro. 

This film also seriously did not need the 3.5 hour runtime. The same takeaways could’ve been communicated with under 3 hours. 
It should be a crime to show a film over 3 hours in theaters without an intermission to get a bathroom break and/or buy more snacks.",,2023-10-28
2023-11-04,Miss. Shetty Mr. Polishetty,2023,https://boxd.it/56L9V9,1.5,,"Heroine is a top-rated workaholic chef, hero is a stand-up comedian. This brings forth many fun moments and dynamics. I was ready to love this movie - I haven’t seen roles often before. 

Unfortunately, it overstays its welcome, and doesn’t know how to manage the themes it shares. 

The film focuses on the heroine strictly wanting a baby without any strings attached from a father figure. Through the film, I kept going back and forth with how I felt of this characterization. Sometimes I felt it was unique, but it also sometimes came off as arrogant. Ultimately I came around to be fine with it based on how it ended, but it could’ve been explored better. 

My biggest negative is the amount of crude humor focused on the sperm donor process. It was out of place with everything else going on with the low-brow nature of the jokes. That time could’ve instead be used to tie up loose ends better than a quick line to resolution. 

The stand-up comedian aspect was actually brought forth very well. It was very accurate to how stand-up life is. The joy that comes from bringing laughter to others. Bringing personal thoughts into your set, and figuring out how to manage art from going over the top.",,2023-11-03
2023-11-05,Hook,1991,https://boxd.it/56ViuL,5,,"What a refreshing heartwarming film!

I was thoroughly surprised by this film. I watched this just to continue my attempt at completing the Spielberg filmography, and no other reason. The last “kids” movie of Spielberg I watched was <i>The BFG</i>, which disappointed me. 
This film had all the charm that I wish <i>The BFG</i> had. 

What a great concept - what if Peter Pan left Neverland and grew up and forgot he was Peter Pan?

I totally understand why kids that grew up with this film hold it so close to them. What surprised me was that adults at the time didn’t view it well. There’s so much to appreciate in this as an adult. 

Amongst the whim, there’s a lot of beautifully crafted aspects. John Williams’s score may be the best of his ever. All the emotional beats have proper setup and payoff. Despite the fairy tale nature, every character is realistic. 

Robin Williams is perfect casting here. He starts off as a believably serious workaholic, and turns into a whimsical child. Any other actor would look like a fool doing this. But this is right in the alley of an expressive comedian like Robin Williams.

What surprised me what how caught up I was in the emotional beats. The little kid recognizing Peter Pan by feeling his face. Peter getting his imagination back and views all the food around. Peter potentially losing his children. With the setup of the father not being there for his children, it’s completely believable that he could lose his children in Neverland. The fact that I almost welled up (and I’m not even a father), I’m sure every parent will feel emotional about this. 

I also actually really loved the production design of this film. It feels like a play, where each scene has a rolled out static set piece as you’d see in a Broadway show. While this could come off as “fake”, I felt that the characters were the ones that brought life to the scenes and settings. 
This also brought an opportunity to shine minor smart choices (e.g. a gun that holds a live chicken creating eggs in real time). 

Sure, I could aggressively nitpick this film. The scene of three mermaids kissing Peter Pan underwater is very random. Tinker Bell’s size growth was weird. There are cheesy lines throughout. A brighter color grading could’ve added more joy. But overall, this film hit all the highs so well and still holds up. It could’ve been a rebooted tale of Peter Pan, but it’s new tale that is faithful to the source material while sharing something new. This film makes me believe that any film concept can shine as long as you have the right creative team.  

Spielberg apparently looks back on this film negatively, but I don’t think he should. I think it’s one of his best!",,2023-11-04
2023-11-05,Jawan,2023,https://boxd.it/577HYv,1.5,,"Sigh. 

This movie tries to be so many things at once, and can’t commit to executing any of them properly. 

The one positive I have are with the action sequences. <i>Pathaan </i>had very bad CGI and badly directed action sequences. Here, the action sequences were directed way better. They were thrilling and epic. I could only tell they were fake when observing closely to nitpick. They defied the laws of physics, but it’s set up well enough to understand that it’s not trying to be believable action. 

I’m not against Shah Rukh Khan still playing roles like this at his age, but I wish he could have love interests that are at least closer in age to him. The obvious age difference just feels low key creepy. I just fast forwarded all the songs because I didn’t care about seeing the awkward chemistry (and none of them are good songs).  
As creepy as this kept feeling, I do have to acknowledge that he has superstar natural charm. And it shows in this film. 

There are a lot of political themes and messages that are important to highlight. But none of them were realized well enough as they deserve. I wish they just focused on one, rather than saying yes to all of them. 

It seems that Hindi films are starting to try imitating Telugu film formats. Hiring Telugu and Tamil cast members definitely alludes that. But, they seem to be imitating the wrong parts (e.g. “masala” format without properly realizing all subplots). I like the inclusivity, but don’t like that it means subplots are barely explained.",,2023-11-04
2023-11-08,Elemental,2023,https://boxd.it/58656R,4.5,,"A beautiful enjoyment. 

I typically don’t like comparing a film to prior films from the same folks (e.g. Pixar, a certain director). A film that normally could be great may not get the credit it deserves because people feel “it’s not as good as the other films”. The worst offenses of this were Unbreakable and The Village by M. Night Shyamalan being criticized simply by comparison to The Sixth Sense and Signs, respectively. 
Pixar has had a near perfect track record. Sure, we can debate if they are not in their prime anymore, but we shouldn’t say a film is bad just because it’s “not as good as Toy Story”. 

I had a great time watching this film. I felt the intended emotional beats. The world of elements felt sufficiently explored. Arguably the most beautiful animation I’ve seen - not everything was just the typical Pixar blob. Each element (particularly Fire and Water) kinda had their own animation style that was appreciated. I bought into the romantic chemistry between the leads. I absolutely loved the musical score of this film - I found myself humming the tunes few days after watching it. 

If this film was released during the “prime Pixar years”, I’m sure this would’ve received much more appreciation than it is now. 

As for criticisms, the humor could’ve been smarter. There were many “dad jokes” with elements - while this is definitely my type of humor, more wit into the jokes would’ve been appreciated. 
There were many jokes in reference to “pruning” which felt really odd to me.",,2023-11-07
2023-11-11,Casablanca,1942,https://boxd.it/58RS3L,2.5,,"I’m always so confused with how to critique films before the 1970s. I want to appreciate them for setting the foundation for what we have today. The problem is that those time periods are so far behind today, so it’s difficult for me to relate to content of that time period. Also, in general films are less flashy and slower paced compared to what we are used to today. 

I will hugely praise this film for forming the setting of the city Casablanca. The set design and extras all were diverse and felt lived in. That seems difficult to replicate in that time period. 

It is also hugely impressive that a film set in World War II was released during World War II, even before the US was involved with the war. Very fascinating fun fact that this film was rushed to release to capitalize on the publicity of the ongoing war - I frankly can’t expect a film today to make a release decision like this. 

Definitely many sweet moments and suspenseful moments. I could see myself thoroughly enjoying this film at the time of release. I understand why this film is iconic in film history. 

I really like the concept of the film - romantic and political drama set around refugees. Everything about that is fascinating. 

Call me uncultured, but I think I’d view this film positively if the same thing was filmed again with color and other modern technology. It just takes a lot from me to keep attention in older films.",,2023-11-10
2023-11-11,The Goonies,1985,https://boxd.it/58VAKl,5,,"A huge amount of childish fun that isn’t made anymore

I’ve always wanted more movies like <i>Home Alone </i>- that movie is truly viewable by all ages. No blatant attempts for merchandising, simply fun for all audiences. It has appropriate humor, charm, and tension. 
Now, I can say this film is also another in that genre. 

The chemistry amongst the child actors was the best part of the film. It didn’t feel like adults wrote their lines; it truly felt like kids being kids with their immature curiosities and adventurous natures. If this same plot existed with young adults on the journey, I doubt it would have been successful. 

While everything about this setting is ludicrous (e.g. an entire unexplored underground area, criminal masterminds being thwarted by children), it also has the charm to keep you invested. 

It was a lot of fun watching currently well known actors as children back then, still having strong screen presence (Josh Brolin, Sean Astin, and especially Ke Huy Quan). 

The random superhero reference near the end was perfectly random. Afterwards, I tried looking up if there was any inside joke I missed. But it was purely just a self-nod to the director, which I have no problem with. 

We need more kid-centered adventures, please!",,2023-11-10
2023-11-11,Hypnotic,2023,https://boxd.it/58VAXz,2,,"A great premise with weird execution. Somewhere in here is a great movie. 

I love the concept of this film. A world where someone either can mind control people or cannot mind control people. And this is completely unaware to the non-mind controllers. And the mind-controllers basically go to war with each other, using innocent bystanders as collateral damage. 
This concept could get so chaotic. Or even go a discomforting route that explores the ethics of mind control (similar to blood-bending in <i>Avatar: The Last Airbender</i>. I still get chills thinking about this)

Unfortunately, the execution is messy. 

We are brought forth with Ben Affleck as a cop trying to find the person that made his daughter go missing. This is a typical premise that is interesting enough for a crime drama. But, it didn’t gel with a world of mind controllers. 

So much of the runtime is spent with exposition scenes explaining the rules of the world, and the new twists we are presented with.",,2023-11-10
2023-11-12,The Happytime Murders,2018,https://boxd.it/59iR2h,2,,"A fine time-pass. 

I remember when I saw the first trailer for this movie, I was extremely excited about it - all the jokes in that trailer landed for me. The negative reviews after it detracted me from seeking it out, and also I slowly lost a charm for Melissa McCarthy. 

My biggest praise for this film is how seamlessly all the puppeteering was filmed. I was completely focused on the film’s plot that I didn’t even think about how the puppets were filmed. Apparently all the scenes had puppeteers, which were removed from the camera through a combination of CGI and strategic camera directions. And the on-screen humans had to walk in certain thin paths while acting their parts to ensure they weren’t in the way of puppeteers. This almost feels like the effort that went into The Lord of the Rings trilogy. 

However, this ultimately was just another typical Melissa McCarthy comedy. The jokes went cheap routes when they could’ve easily gone wittier routes. The screenplay wasn’t bad, but it was just a typical crime. 

I also felt the statements of “systemic racism” between humans and puppets was overdone. I think it was trying to make statements about it, but didn’t do enough with it to make much of a conclusion. So overall it just came off as neither here nor there.",,2023-11-11
2023-11-13,"Planes, Trains and Automobiles",1987,https://boxd.it/59IRsV,5,,"A hilarious journey from start to finish. 

This is what I wish more comedy films could be like. Mainstream comedy films nowadays go for raunchy humor - while there’s a market for this, I think there’s also a market for clean adult humor. 

They really nailed the choices for the two lead characters. Having one person with a short temper alongside an oddball just writes itself. We all naturally want issues to be resolved in films, but in this case we keep wanting them together to get more humor out of their “antichemistry”. 

I also appreciate that this is a thanksgiving film - we don’t really see much of those. Anything else holiday related is always Christmas. May have worked for this film’s benefit because it’s now known as the classic thanksgiving film!

Loved every bit with John Candy selling shower rings. Such a minor object that can sell so well when matched with the perfect salesman!

A fun fact I learned after watching was that in one of the scenes where Steve Martin was laughing, that was actually genuine laughter as he was thinking of prior scenes. And the filmmakers happened to be filming that, so it was used in the film. I totally buy that, because his laughter in that scene seemed so genuine and infectious. 
There are various minor details sprinkled throughout the film that really enhance the film because they show how much thought the filmmakers put into continuity for a laugh-out-loud comedy. For example, in the first plane detour, Steve Martin calls his wife while John Candy calls a hotel. This typically would be such a forgotten moment, but once you learn a detail at the film’s ending, it’s consistent with this minor moment. 

Despite the film going generally predictive routes, the film manages to still feel heartfelt in the end. 

I came away at the end of the movie kinda wishing we could get more humorous screen time with the two leads. But, all the screen time we got was great quality, so I could see how more of it could potentially lessen the charm.

Sidebar - I watched this film while on an international flight journey while I had many travel jitters with fear of delayed/canceled flights. This film in a way made me less nervous about traveling, because it showed that I can find a fun journey (or at least a subsequently fun story) no matter what happens!",,2023-11-12
2023-11-13,Creed II,2018,https://boxd.it/59IWTx,3.5,,"This was a good next step to the character of Creed after what we saw of him in the first Creed film. He has the physical strength to be the all-star boxer, but does he have the mental strength to defend his father’s legacy?

This was also a good recontextualization of Rocky IV. While I enjoyed that film, it did have a weirdly shoehorned pro-America anti-Russia sentiment. This film followed up on the best parts of that storyline with serious tones from both sides. 

As usual, the casting and performances are perfect here from Sylvester Stallone and Michael B. Jordan. 

Fights scenes were stellar, I genuinely felt like the actors were actually getting severely injured. While it didn’t have the most investing fight sequences compared to the best in the franchise, they were solid enough. 

I think my only criticisms are that I think other films in this franchise have better versions of what we saw here. It didn’t really feel fresh or add anything new to the franchise. I’d probably view this film a lot higher if the same plot existed as a standalone film rather than have other franchise films in comparison.",,2023-11-12
2023-11-13,Fast & Furious Presents: Hobbs & Shaw,2019,https://boxd.it/59IXnR,4,,"Felt like watching a masala Telugu movie. Scenes with comedians making cameos showing off their own humor in this film. Goofy action situations (with one happening in heavy rain) and a shoehorned plot. It’s easy to dunk on this movie, but it had the perfect amount of chaos for me to stay on board. 

Idris Elba was the perfect choice as a villain.  It’s a difficult task to assign anyone against Dwayne Johnson and Jason Stratham and have a believably fair fight. Idris Elba was a believable villain in this, both by tone and opposite these macho actors. 

The car scenes had the right amount of ludicrous as the park of the franchise, something that I feel later entries in the franchise are losing. 

It was refreshing to have something in the fast universe that wasn’t with Vin Diesel’s family storylines. While this franchise is known for goofy titles, this one is perfect for the tone that this film is. 

The extended scenes in Samoa were very obviously due to Dwayne Johnson’s huge producing budget, but I genuinely enjoyed this setting. 

The reference to The Italian Job was perfection.",,2023-11-13
2023-11-14,Beau Is Afraid,2023,https://boxd.it/59QWrJ,1,,"Admittedly, I fell asleep in and out in the second half of this film. Normally I don’t like throwing a review of a film if this occurs, but I frankly have no interest in watching what I slept through. So here goes. 

During and immediately after this film, I was ready to rate it as one of the worst films to exist. I felt headaches of stress through it all, waiting for the runtime to be over. Nothing followed logical convention, and I had no clear understanding of what to expect or who to root for. 

Upon reflection, I started appreciating it a little bit more. It does take balls to make something this crazy, so kudos to Ari Aster for actually executing it. The performance of Joaquin Phoenix is very commendable, he is deserving of awards consideration. I did not see the actor, but I saw someone with huge anxiety really needing aid. 
I also watched Chris Stuckmann’s review where he showed his take that the film is an inside view of what living with anxiety feels like. I could see many relate to this take. 

However, I still can’t recommend the film. A three hour runtime with this much anxiety, illogicality, and unnecessary nudity is just a lot. I would probably be positive to a version of this film that is half the runtime and not rated R.",,2023-11-13
2023-11-27,The SpongeBob Movie: Sponge on the Run,2020,https://boxd.it/5e4kB1,4.5,,"Huge nostalgic joy from start to finish!

If you know me, you know I have a huge obsession with SpongeBob. But in my defense, many people around my age do too, so that goes to show that there is something to respect with this IP. 
The true fans also know that the peak of the IP was from the first episode to when the first theatrical film was released. This timeframe was when they nailed the humor and charm, and formed many iconic lines still repeated by us all today. 
After this, the writers seemed to focus on gross-out and weird humor, which detracted many from continuing. 

Personally, I’d rate the second film positively because it did have moments of charm and humor like its prime. But I will admit that it also had many moments of weirdness (and even some annoyance). 

I can gladly share that this film has the consistent SpongeBob charm and humor through the whole runtime. It felt like watching a classic SpongeBob episode, which is the best compliment I can share. 

As much of a purest I am, I did appreciate the new 3D animation style here. It felt like it had its own unique art style, and not just copying what the majority of animation studios do. 
I was pleasantly surprised and content with all the human appearances in the film. They were the right amount of weird to be acceptable within this film. 

Unfortunately I was not a fan of the ending. I was onboard with all the setup (plot, new and old characters to include, premise). But the ending seemed to be very quickly shoehorned together, and I wish it was fleshed out better to get to this point. 
It feels weird to point this out for a SpongeBob thing because it rarely matters for quality of SpongeBob episodes. But here, I felt it was so oddly paced at the end that it took me aback. 

Even outside of my unhealthy obsession, I think everyone has to commend the cast and crew of the franchise. Since 1999, all the voice cast and major crew are still involved. Can that be said about anything else?",,2023-11-26
2023-11-27,Cats,2019,https://boxd.it/5e4kUx,0.5,,"WTF

Who thought this was a good idea? How was this a successful Broadway show?

There is no plot here, it’s all just cats singing exposition about each character. None of the songs were good either. Because they are basically just exposition, there wasn’t any depth or art to commend about them. 

The look of all the cats is so unsettling and weird. 

I can’t imagine enjoying this, even with a “so bad it’s good” energetic crowd. 

The only somewhat fun moment was Taylor Swift and Idris Elba sharing a song together. They have so much charm that they can showcase talent even through campy cat visual effects.",,2023-11-26
2023-11-27,Past Lives,2023,https://boxd.it/5e8uDf,5,,"This may be the best romance film I’ve ever watched. 

Don’t get me wrong, I will happily watch rom-coms. There’s a “typical male attitude” with rom-coms of “they all follow the same predictable plot lines and conveniences” - I disagree. My counter argument is that all genres have their own conventions. Action and superhero movies also follow the same formula and depend on many conveniences to buy into the film. 
That being said, I welcome takes that defy the typical genre conventions. And this film does it very well. 

The best praise I have is that it feels mature. Most romantic films have a focus on the flash and sex appeal - the leads are cast as attractive people and the romantic depth is shown through physical attraction rather than long-term communal strength. 
In contrast, this film had a maturity in the relationships. All conversations felt like they would actually occur with real people. Decisions were made logically. 

This film shows that it’s possible to display a compelling love story that focuses on the important parts of romance.",,2023-11-26
